step,x1_real,x2_real,u_real,x1_ref
392,-0.98283094,-1.4550483,-1.105187,-2.0
393,-0.9625206,-1.4845427,-1.221141,-2.0
394,-0.9903836,-1.6071405,-1.1979649,-2.0
395,-1.0250747,-1.5511112,-1.2511003,-2.0
396,-1.1975958,-1.7141243,-1.2328988,-2.0
397,-1.1232438,-1.6566073,-1.1819866,-2.0
398,-1.1500317,-1.5699531,-1.1070654,-2.0
399,-1.0191479,-1.4921671,-1.2557513,-2.0
400,-0.9998824,-1.8067082,-1.3008387,-2.0
401,-1.2386792,-1.6653768,-1.4924589,-2.0
402,-1.2588787,-1.9448434,-1.3717276,-2.0
403,-1.2446856,-1.9725621,-1.3108809,-2.0
404,-1.2715343,-1.79292,-1.3059527,-2.0
405,-1.2093147,-1.7172903,-1.3702146,-2.0
406,-1.2042646,-1.9650404,-1.3863926,-2.0
407,-1.2317154,-1.893339,-1.4772142,-2.0
408,-1.2819786,-2.0289156,-1.5251151,-2.0
409,-1.3864777,-2.153654,-1.4671628,-2.0
410,-1.408607,-2.082517,-1.5063198,-2.0
411,-1.3860949,-2.21926,-1.4079918,-2.0
412,-1.3707303,-1.9399644,-1.5199106,-2.0
413,-1.2223688,-1.9404694,-1.4946876,-2.0
414,-1.336433,-1.9650959,-1.5254691,-2.0
415,-1.4154267,-1.944312,-1.4944752,-2.0
416,-1.435158,-2.0226295,-1.5235136,-2.0
417,-1.341387,-2.0020227,-1.4038949,-2.0
418,-1.3110241,-2.0244806,-1.4418906,-2.0
419,-1.3376478,-2.0186183,-1.5859336,-2.0
420,-1.4676625,-2.0881212,-1.4609201,-2.0
421,-1.3439372,-1.9517729,-1.5243875,-2.0
422,-1.3859342,-2.1021492,-1.4695839,-2.0
423,-1.2936702,-2.070203,-1.4850712,-2.0
424,-1.2597158,-2.0333388,-1.5142766,-2.0
425,-1.2606158,-2.1468766,-1.4582232,-2.0
426,-1.3863559,-2.0218,-1.5442036,-2.0
427,-1.381094,-1.8901733,-1.4845446,-2.0
428,-1.4698781,-1.9361341,-1.5185134,-2.0
429,-1.378441,-2.2079115,-1.4771886,-2.0
430,-1.3913574,-2.0062802,-1.3933342,-2.0
431,-1.321599,-1.7720829,-1.4451305,-2.0
432,-1.3122115,-2.0152678,-1.4032043,-2.0
433,-1.2778754,-1.955124,-1.5806293,-2.0
434,-1.356724,-2.2111363,-1.6832168,-2.0
435,-1.4699895,-2.0362782,-1.8179604,-2.0
436,-1.5049925,-2.1859016,-1.7984256,-2.0
437,-1.5513793,-2.4917226,-1.8588927,-2.0
438,-1.6346848,-2.4540043,-1.983733,-2.0
439,-1.7488773,-2.5470712,-1.7905186,-2.0
440,-1.7514321,-2.5426629,0.18969545,0.0
441,-0.5783912,-0.27881423,0.15687323,0.0
442,-0.12390077,0.13585684,0.030055556,0.0
443,-0.077282794,0.030825593,-0.012594391,0.0
444,0.015895639,0.0005390588,0.007201258,0.0
445,0.01064876,0.025850566,0.004200784,0.0
446,-0.058071017,0.3430451,-0.03007006,0.0
447,-0.051689748,-0.16096574,-0.029642504,0.0
448,-0.04784167,0.06109844,-5.5914486e-05,0.0
449,0.061008513,-0.033089697,-0.020556439,0.0
450,0.030235214,-0.08798413,-0.031432223,0.0
451,0.10214213,0.0155157745,0.0034791566,0.0
452,0.07547182,0.02931072,0.018243462,0.0
453,0.025097473,0.047982834,-0.03547999,0.0
454,0.10161432,-0.1714786,-0.037587564,0.0
455,0.035265088,0.069048375,0.007070973,0.0
456,0.003688584,0.0037815012,0.007074243,0.0
457,-0.004402805,-0.033431854,-0.035490885,0.0
458,0.05545661,-0.17544489,-0.014161621,0.0
459,0.028306589,0.054640673,0.0049840873,0.0
460,-0.023985919,0.041397475,-0.015184413,0.0
461,-0.01594249,0.06260242,-0.059750866,0.0
462,-0.007957717,-0.012450851,-0.022690102,0.0
463,-0.023271784,-0.049538188,-0.039561972,0.0
464,0.029191399,-0.025320334,-0.00063792267,0.0
465,0.05207673,0.017983858,0.060081325,0.0
466,-0.043554403,0.105865754,-0.024625875,0.0
467,-0.057611857,0.0116875665,0.008566297,0.0
468,0.026174484,-0.01159648,0.12544511,0.0
469,0.10055924,0.056234986,0.2671496,0.0
470,0.18235362,0.29522675,0.6980969,2.0
471,0.44430622,0.96747315,0.78704816,2.0
472,0.61310124,1.0014647,0.73780906,2.0
473,0.63937336,0.95209724,0.7623147,2.0
474,0.6727219,1.1207559,0.7076271,2.0
475,0.696311,1.0705689,0.68702734,2.0
476,0.5965505,0.9704482,0.69304776,2.0
477,0.62301713,1.0949169,0.74060214,2.0
478,0.6660728,0.986402,0.7469445,2.0
479,0.7348726,0.9135219,0.7425433,2.0
480,0.71453744,1.0390173,0.7546593,2.0
481,0.66782004,0.8226504,0.7126426,2.0
482,0.540391,0.9367086,0.71072584,2.0
483,0.5107677,1.1404417,0.73344374,2.0
484,0.6974934,0.8744964,0.8177036,2.0
485,0.6826176,1.2627537,0.8087966,2.0
486,0.65679437,1.1947788,0.86831796,2.0
487,0.7196917,1.2159598,0.88072675,2.0
488,0.76516086,1.1436212,0.83497304,2.0
489,0.8069856,1.2022356,0.8514763,2.0
490,0.8259806,0.98913485,0.8826961,2.0
491,0.78596586,1.1915216,0.8856244,2.0
492,0.7857257,1.1337409,0.925825,2.0
493,0.86552393,1.282725,0.9450798,2.0
494,0.8344753,1.4279025,0.89893925,2.0
495,0.84502536,1.3190933,0.90595096,2.0
496,0.85298055,1.2957964,0.9389748,2.0
497,0.8398883,1.3142337,1.0042082,2.0
498,0.87682825,1.3884277,0.99623066,2.0
499,0.9002877,1.2467974,1.0420647,2.0
500,0.91617477,1.402032,1.0387768,2.0
501,0.90631586,1.595905,1.0388072,2.0
502,0.9412949,1.4156872,1.043701,2.0
503,0.8825988,1.6672529,1.079595,2.0
504,0.98538953,1.4934299,1.0869619,2.0
505,1.0466046,1.4066633,1.0593495,2.0
